# BEGIN DATA
Process=pp -> e~vj + ev~j
2.000000e+03 2.200000e+03 1.410846e-02 5.942486e-02 5.942486e-02
2.200000e+03 2.400000e+03 2.459267e-02 5.645519e-02 5.645519e-02
2.400000e+03 2.600000e+03 3.961828e-02 7.304275e-02 7.304275e-02
2.600000e+03 2.800000e+03 5.783934e-02 9.394411e-02 9.394411e-02
2.800000e+03 3.000000e+03 7.718507e-02 1.122861e-01 1.122861e-01
3.000000e+03 6.500000e+03 1.765259e-01 1.285052e-01 1.285052e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_47
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -7.589250e-04 -5.510881e-03 -5.510881e-03
4.000000e+01 5.000000e+01 -7.410505e-04 -6.858446e-03 -6.858446e-03
5.000000e+01 6.000000e+01 -7.353240e-04 -7.062068e-03 -7.062068e-03
6.000000e+01 7.000000e+01 -7.071512e-04 -7.338378e-03 -7.338378e-03
7.000000e+01 8.000000e+01 -6.556931e-04 -9.380181e-03 -9.380181e-03
8.000000e+01 9.000000e+01 -6.980513e-04 -1.079022e-02 -1.079022e-02
9.000000e+01 1.000000e+02 -6.454916e-04 -1.054444e-02 -1.054444e-02
1.000000e+02 1.100000e+02 -6.068735e-04 -1.473209e-02 -1.473209e-02
1.100000e+02 1.200000e+02 -5.674503e-04 -1.828137e-02 -1.828137e-02
1.200000e+02 1.300000e+02 -7.188201e-04 -5.658444e-02 -5.658444e-02
1.300000e+02 1.400000e+02 -3.759688e-04 -7.297564e-02 -7.297564e-02
1.400000e+02 1.500000e+02 -5.028155e-04 -2.072905e-02 -2.072905e-02
1.500000e+02 2.000000e+02 -4.002176e-04 -5.543417e-03 -5.543417e-03
2.000000e+02 2.500000e+02 -2.387940e-04 -4.541513e-03 -4.541513e-03
2.500000e+02 3.000000e+02 -4.319608e-05 -5.794494e-03 -5.794494e-03
3.000000e+02 3.500000e+02 1.769656e-04 9.001556e-03 9.001556e-03
3.500000e+02 4.000000e+02 3.282081e-04 1.030805e-02 1.030805e-02
4.000000e+02 4.500000e+02 5.717548e-04 8.979650e-03 8.979650e-03
4.500000e+02 5.000000e+02 7.724964e-04 1.042127e-02 1.042127e-02
5.000000e+02 5.500000e+02 9.854806e-04 1.184409e-02 1.184409e-02
5.500000e+02 6.000000e+02 1.140348e-03 1.245535e-02 1.245535e-02
6.000000e+02 6.500000e+02 1.442884e-03 1.426714e-02 1.426714e-02
6.500000e+02 7.000000e+02 1.683892e-03 1.496710e-02 1.496710e-02
7.000000e+02 7.500000e+02 1.937892e-03 1.741483e-02 1.741483e-02
7.500000e+02 8.000000e+02 2.061512e-03 1.954511e-02 1.954511e-02
8.000000e+02 8.500000e+02 2.317984e-03 2.020588e-02 2.020588e-02
8.500000e+02 9.000000e+02 2.567623e-03 2.183312e-02 2.183312e-02
9.000000e+02 9.500000e+02 2.766396e-03 2.429327e-02 2.429327e-02
9.500000e+02 1.000000e+03 3.049769e-03 2.701382e-02 2.701382e-02
1.000000e+03 1.100000e+03 3.399038e-03 2.083215e-02 2.083215e-02
1.100000e+03 1.200000e+03 3.944761e-03 2.428056e-02 2.428056e-02
1.200000e+03 1.300000e+03 4.251274e-03 2.704513e-02 2.704513e-02
1.300000e+03 1.400000e+03 4.821398e-03 3.088074e-02 3.088074e-02
1.400000e+03 1.600000e+03 5.087526e-03 2.722500e-02 2.722500e-02
1.600000e+03 1.800000e+03 5.702741e-03 3.656953e-02 3.656953e-02
1.800000e+03 2.000000e+03 5.193392e-03 4.322835e-02 4.322835e-02
2.000000e+03 2.200000e+03 4.512788e-03 5.949334e-02 5.949334e-02
2.200000e+03 2.400000e+03 2.711834e-03 5.635777e-02 5.635777e-02
2.400000e+03 2.600000e+03 -3.986220e-03 -7.269389e-02 -7.269389e-02
2.600000e+03 2.800000e+03 -1.226612e-02 -9.327066e-02 -9.327066e-02
2.800000e+03 3.000000e+03 -1.971206e-02 -1.110535e-01 -1.110535e-01
3.000000e+03 6.500000e+03 -7.494915e-02 -1.245937e-01 -1.245937e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_48
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 6.822921e-04 5.513899e-03 5.513899e-03
4.000000e+01 5.000000e+01 7.187896e-04 6.862366e-03 6.862366e-03
5.000000e+01 6.000000e+01 7.510737e-04 7.067418e-03 7.067418e-03
6.000000e+01 7.000000e+01 8.163247e-04 7.342542e-03 7.342542e-03
7.000000e+01 8.000000e+01 8.207508e-04 9.386173e-03 9.386173e-03
8.000000e+01 9.000000e+01 8.358282e-04 1.079594e-02 1.079594e-02
9.000000e+01 1.000000e+02 9.261188e-04 1.054956e-02 1.054956e-02
1.000000e+02 1.100000e+02 8.842422e-04 1.473797e-02 1.473797e-02
1.100000e+02 1.200000e+02 9.362051e-04 1.829321e-02 1.829321e-02
1.200000e+02 1.300000e+02 9.399099e-04 5.656938e-02 5.656938e-02
1.300000e+02 1.400000e+02 1.073932e-03 7.295041e-02 7.295041e-02
1.400000e+02 1.500000e+02 1.112015e-03 2.074263e-02 2.074263e-02
1.500000e+02 2.000000e+02 1.066306e-03 5.548217e-03 5.548217e-03
2.000000e+02 2.500000e+02 1.215944e-03 4.543444e-03 4.543444e-03
2.500000e+02 3.000000e+02 1.326423e-03 5.797025e-03 5.797025e-03
3.000000e+02 3.500000e+02 1.380430e-03 9.011409e-03 9.011409e-03
3.500000e+02 4.000000e+02 1.572283e-03 1.033370e-02 1.033370e-02
4.000000e+02 4.500000e+02 1.597792e-03 8.982107e-03 8.982107e-03
4.500000e+02 5.000000e+02 1.644283e-03 1.042414e-02 1.042414e-02
5.000000e+02 5.500000e+02 1.746160e-03 1.184833e-02 1.184833e-02
5.500000e+02 6.000000e+02 1.794403e-03 1.245796e-02 1.245796e-02
6.000000e+02 6.500000e+02 1.853487e-03 1.427037e-02 1.427037e-02
6.500000e+02 7.000000e+02 1.955794e-03 1.496995e-02 1.496995e-02
7.000000e+02 7.500000e+02 1.929913e-03 1.742085e-02 1.742085e-02
7.500000e+02 8.000000e+02 2.100719e-03 1.955505e-02 1.955505e-02
8.000000e+02 8.500000e+02 2.062643e-03 2.020604e-02 2.020604e-02
8.500000e+02 9.000000e+02 2.017553e-03 2.183268e-02 2.183268e-02
9.000000e+02 9.500000e+02 2.166706e-03 2.429373e-02 2.429373e-02
9.500000e+02 1.000000e+03 2.368671e-03 2.701341e-02 2.701341e-02
1.000000e+03 1.100000e+03 2.399154e-03 2.083276e-02 2.083276e-02
1.100000e+03 1.200000e+03 2.455170e-03 2.428225e-02 2.428225e-02
1.200000e+03 1.300000e+03 2.793696e-03 2.704151e-02 2.704151e-02
1.300000e+03 1.400000e+03 2.676094e-03 3.087973e-02 3.087973e-02
1.400000e+03 1.600000e+03 3.232205e-03 2.722205e-02 2.722205e-02
1.600000e+03 1.800000e+03 3.769300e-03 3.659576e-02 3.659576e-02
1.800000e+03 2.000000e+03 4.431223e-03 4.326582e-02 4.326582e-02
2.000000e+03 2.200000e+03 3.635923e-03 5.941007e-02 5.941007e-02
2.200000e+03 2.400000e+03 5.487555e-03 5.633468e-02 5.633468e-02
2.400000e+03 2.600000e+03 5.406440e-03 7.271901e-02 7.271901e-02
2.600000e+03 2.800000e+03 5.853578e-03 9.325066e-02 9.325066e-02
2.800000e+03 3.000000e+03 4.997770e-03 1.111971e-01 1.111971e-01
3.000000e+03 6.500000e+03 2.446614e-02 1.258434e-01 1.258434e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_49
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -6.609099e-04 -5.510785e-03 -5.510785e-03
4.000000e+01 5.000000e+01 -6.903643e-04 -6.858414e-03 -6.858414e-03
5.000000e+01 6.000000e+01 -6.991834e-04 -7.064412e-03 -7.064412e-03
6.000000e+01 7.000000e+01 -6.638522e-04 -7.337984e-03 -7.337984e-03
7.000000e+01 8.000000e+01 -7.229275e-04 -9.379221e-03 -9.379221e-03
8.000000e+01 9.000000e+01 -6.762229e-04 -1.078826e-02 -1.078826e-02
9.000000e+01 1.000000e+02 -7.242582e-04 -1.054234e-02 -1.054234e-02
1.000000e+02 1.100000e+02 -6.510946e-04 -1.473228e-02 -1.473228e-02
1.100000e+02 1.200000e+02 -7.022487e-04 -1.828331e-02 -1.828331e-02
1.200000e+02 1.300000e+02 -6.430753e-04 -5.650516e-02 -5.650516e-02
1.300000e+02 1.400000e+02 -8.200441e-04 -7.286394e-02 -7.286394e-02
1.400000e+02 1.500000e+02 -6.653443e-04 -2.072297e-02 -2.072297e-02
1.500000e+02 2.000000e+02 -6.649775e-04 -5.541993e-03 -5.541993e-03
2.000000e+02 2.500000e+02 -6.334894e-04 -4.539569e-03 -4.539569e-03
2.500000e+02 3.000000e+02 -5.736988e-04 -5.791327e-03 -5.791327e-03
3.000000e+02 3.500000e+02 -4.575642e-04 -8.994352e-03 -8.994352e-03
3.500000e+02 4.000000e+02 -4.080717e-04 -1.030423e-02 -1.030423e-02
4.000000e+02 4.500000e+02 -2.499302e-04 -8.973872e-03 -8.973872e-03
4.500000e+02 5.000000e+02 -6.962213e-05 -1.041356e-02 -1.041356e-02
5.000000e+02 5.500000e+02 1.647516e-04 1.183826e-02 1.183826e-02
5.500000e+02 6.000000e+02 3.004823e-04 1.244673e-02 1.244673e-02
6.000000e+02 6.500000e+02 5.857714e-04 1.425497e-02 1.425497e-02
6.500000e+02 7.000000e+02 7.684551e-04 1.495582e-02 1.495582e-02
7.000000e+02 7.500000e+02 1.131646e-03 1.740183e-02 1.740183e-02
7.500000e+02 8.000000e+02 1.216727e-03 1.952930e-02 1.952930e-02
8.000000e+02 8.500000e+02 1.466858e-03 2.018930e-02 2.018930e-02
8.500000e+02 9.000000e+02 1.903845e-03 2.181868e-02 2.181868e-02
9.000000e+02 9.500000e+02 2.083650e-03 2.427638e-02 2.427638e-02
9.500000e+02 1.000000e+03 2.281458e-03 2.698914e-02 2.698914e-02
1.000000e+03 1.100000e+03 2.606415e-03 2.081233e-02 2.081233e-02
1.100000e+03 1.200000e+03 3.200446e-03 2.425690e-02 2.425690e-02
1.200000e+03 1.300000e+03 3.889272e-03 2.702739e-02 2.702739e-02
1.300000e+03 1.400000e+03 4.254404e-03 3.085535e-02 3.085535e-02
1.400000e+03 1.600000e+03 4.905834e-03 2.720263e-02 2.720263e-02
1.600000e+03 1.800000e+03 6.026087e-03 3.654737e-02 3.654737e-02
1.800000e+03 2.000000e+03 7.790820e-03 4.320572e-02 4.320572e-02
2.000000e+03 2.200000e+03 7.896014e-03 5.941006e-02 5.941006e-02
2.200000e+03 2.400000e+03 1.152552e-02 5.637845e-02 5.637845e-02
2.400000e+03 2.600000e+03 1.240852e-02 7.275414e-02 7.275414e-02
2.600000e+03 2.800000e+03 1.544790e-02 9.345936e-02 9.345936e-02
2.800000e+03 3.000000e+03 2.130210e-02 1.114089e-01 1.114089e-01
3.000000e+03 6.500000e+03 3.294039e-02 1.259146e-01 1.259146e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_50
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 2.514124e-04 5.512452e-03 5.512452e-03
4.000000e+01 5.000000e+01 2.532578e-04 6.861677e-03 6.861677e-03
5.000000e+01 6.000000e+01 2.681232e-04 7.066861e-03 7.066861e-03
6.000000e+01 7.000000e+01 2.384120e-04 7.340388e-03 7.340388e-03
7.000000e+01 8.000000e+01 2.458813e-04 9.383382e-03 9.383382e-03
8.000000e+01 9.000000e+01 2.237405e-04 1.079336e-02 1.079336e-02
9.000000e+01 1.000000e+02 2.365500e-04 1.054564e-02 1.054564e-02
1.000000e+02 1.100000e+02 2.401095e-04 1.473755e-02 1.473755e-02
1.100000e+02 1.200000e+02 2.029650e-04 1.829263e-02 1.829263e-02
1.200000e+02 1.300000e+02 2.670258e-04 5.654037e-02 5.654037e-02
1.300000e+02 1.400000e+02 2.444604e-04 7.291108e-02 7.291108e-02
1.400000e+02 1.500000e+02 1.727005e-04 2.073414e-02 2.073414e-02
1.500000e+02 2.000000e+02 1.942745e-04 5.545107e-03 5.545107e-03
2.000000e+02 2.500000e+02 1.889256e-04 4.541285e-03 4.541285e-03
2.500000e+02 3.000000e+02 1.542503e-04 5.792300e-03 5.792300e-03
3.000000e+02 3.500000e+02 1.385129e-04 8.996580e-03 8.996580e-03
3.500000e+02 4.000000e+02 7.171416e-05 1.030870e-02 1.030870e-02
4.000000e+02 4.500000e+02 1.399121e-05 8.975974e-03 8.975974e-03
4.500000e+02 5.000000e+02 -7.951110e-05 -1.041569e-02 -1.041569e-02
5.000000e+02 5.500000e+02 -1.862865e-04 -1.183873e-02 -1.183873e-02
5.500000e+02 6.000000e+02 -2.719553e-04 -1.244629e-02 -1.244629e-02
6.000000e+02 6.500000e+02 -4.610536e-04 -1.425502e-02 -1.425502e-02
6.500000e+02 7.000000e+02 -6.196851e-04 -1.495344e-02 -1.495344e-02
7.000000e+02 7.500000e+02 -7.687719e-04 -1.739875e-02 -1.739875e-02
7.500000e+02 8.000000e+02 -9.651723e-04 -1.952595e-02 -1.952595e-02
8.000000e+02 8.500000e+02 -1.039187e-03 -2.017994e-02 -2.017994e-02
8.500000e+02 9.000000e+02 -1.158371e-03 -2.180454e-02 -2.180454e-02
9.000000e+02 9.500000e+02 -1.296776e-03 -2.425709e-02 -2.425709e-02
9.500000e+02 1.000000e+03 -1.622059e-03 -2.696655e-02 -2.696655e-02
1.000000e+03 1.100000e+03 -1.774237e-03 -2.079378e-02 -2.079378e-02
1.100000e+03 1.200000e+03 -2.130167e-03 -2.422919e-02 -2.422919e-02
1.200000e+03 1.300000e+03 -2.293304e-03 -2.698640e-02 -2.698640e-02
1.300000e+03 1.400000e+03 -2.553799e-03 -3.081043e-02 -3.081043e-02
1.400000e+03 1.600000e+03 -2.719871e-03 -2.716097e-02 -2.716097e-02
1.600000e+03 1.800000e+03 -3.026446e-03 -3.647772e-02 -3.647772e-02
1.800000e+03 2.000000e+03 -2.858323e-03 -4.310028e-02 -4.310028e-02
2.000000e+03 2.200000e+03 -2.927728e-03 -5.922105e-02 -5.922105e-02
2.200000e+03 2.400000e+03 -2.087057e-03 -5.603974e-02 -5.603974e-02
2.400000e+03 2.600000e+03 9.715217e-04 7.262098e-02 7.262098e-02
2.600000e+03 2.800000e+03 4.505351e-03 9.329003e-02 9.329003e-02
2.800000e+03 3.000000e+03 8.790669e-03 1.112348e-01 1.112348e-01
3.000000e+03 6.500000e+03 4.664969e-02 1.262307e-01 1.262307e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_51
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 3.221212e-04 5.513182e-03 5.513182e-03
4.000000e+01 5.000000e+01 3.644877e-04 6.862103e-03 6.862103e-03
5.000000e+01 6.000000e+01 3.650289e-04 7.067121e-03 7.067121e-03
6.000000e+01 7.000000e+01 3.677988e-04 7.341635e-03 7.341635e-03
7.000000e+01 8.000000e+01 4.361493e-04 9.384866e-03 9.384866e-03
8.000000e+01 9.000000e+01 4.144810e-04 1.079478e-02 1.079478e-02
9.000000e+01 1.000000e+02 4.329269e-04 1.054791e-02 1.054791e-02
1.000000e+02 1.100000e+02 4.091613e-04 1.473937e-02 1.473937e-02
1.100000e+02 1.200000e+02 4.663537e-04 1.829420e-02 1.829420e-02
1.200000e+02 1.300000e+02 5.622048e-04 5.653853e-02 5.653853e-02
1.300000e+02 1.400000e+02 4.797409e-04 7.290750e-02 7.290750e-02
1.400000e+02 1.500000e+02 4.867305e-04 2.073775e-02 2.073775e-02
1.500000e+02 2.000000e+02 5.495922e-04 5.548115e-03 5.548115e-03
2.000000e+02 2.500000e+02 6.843840e-04 4.542862e-03 4.542862e-03
2.500000e+02 3.000000e+02 7.729510e-04 5.794885e-03 5.794885e-03
3.000000e+02 3.500000e+02 9.034570e-04 9.000039e-03 9.000039e-03
3.500000e+02 4.000000e+02 9.736494e-04 1.030777e-02 1.030777e-02
4.000000e+02 4.500000e+02 1.127657e-03 8.980407e-03 8.980407e-03
4.500000e+02 5.000000e+02 1.275876e-03 1.042201e-02 1.042201e-02
5.000000e+02 5.500000e+02 1.322355e-03 1.184642e-02 1.184642e-02
5.500000e+02 6.000000e+02 1.540526e-03 1.245662e-02 1.245662e-02
6.000000e+02 6.500000e+02 1.525114e-03 1.426843e-02 1.426843e-02
6.500000e+02 7.000000e+02 1.654530e-03 1.496693e-02 1.496693e-02
7.000000e+02 7.500000e+02 1.721282e-03 1.741683e-02 1.741683e-02
7.500000e+02 8.000000e+02 1.914405e-03 1.954961e-02 1.954961e-02
8.000000e+02 8.500000e+02 2.101065e-03 2.020502e-02 2.020502e-02
8.500000e+02 9.000000e+02 2.203956e-03 2.183173e-02 2.183173e-02
9.000000e+02 9.500000e+02 2.466333e-03 2.429168e-02 2.429168e-02
9.500000e+02 1.000000e+03 2.402981e-03 2.700844e-02 2.700844e-02
1.000000e+03 1.100000e+03 2.753702e-03 2.082879e-02 2.082879e-02
1.100000e+03 1.200000e+03 2.813673e-03 2.427571e-02 2.427571e-02
1.200000e+03 1.300000e+03 3.272565e-03 2.703833e-02 2.703833e-02
1.300000e+03 1.400000e+03 3.557070e-03 3.087579e-02 3.087579e-02
1.400000e+03 1.600000e+03 4.451566e-03 2.722363e-02 2.722363e-02
1.600000e+03 1.800000e+03 5.634652e-03 3.657314e-02 3.657314e-02
1.800000e+03 2.000000e+03 7.260119e-03 4.321778e-02 4.321778e-02
2.000000e+03 2.200000e+03 8.947572e-03 5.944143e-02 5.944143e-02
2.200000e+03 2.400000e+03 1.146357e-02 5.619985e-02 5.619985e-02
2.400000e+03 2.600000e+03 1.956354e-02 7.296211e-02 7.296211e-02
2.600000e+03 2.800000e+03 2.642630e-02 9.374699e-02 9.374699e-02
2.800000e+03 3.000000e+03 3.702229e-02 1.118982e-01 1.118982e-01
3.000000e+03 6.500000e+03 9.069615e-02 1.272579e-01 1.272579e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_52
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 3.577175e-04 5.513372e-03 5.513372e-03
4.000000e+01 5.000000e+01 3.993306e-04 6.861811e-03 6.861811e-03
5.000000e+01 6.000000e+01 4.198157e-04 7.067604e-03 7.067604e-03
6.000000e+01 7.000000e+01 4.529134e-04 7.342406e-03 7.342406e-03
7.000000e+01 8.000000e+01 5.422865e-04 9.385841e-03 9.385841e-03
8.000000e+01 9.000000e+01 5.376061e-04 1.079510e-02 1.079510e-02
9.000000e+01 1.000000e+02 5.311001e-04 1.054935e-02 1.054935e-02
1.000000e+02 1.100000e+02 5.502262e-04 1.474041e-02 1.474041e-02
1.100000e+02 1.200000e+02 6.644104e-04 1.829449e-02 1.829449e-02
1.200000e+02 1.300000e+02 7.481176e-04 5.652503e-02 5.652503e-02
1.300000e+02 1.400000e+02 5.885465e-04 7.288854e-02 7.288854e-02
1.400000e+02 1.500000e+02 6.993270e-04 2.073678e-02 2.073678e-02
1.500000e+02 2.000000e+02 7.648576e-04 5.548207e-03 5.548207e-03
2.000000e+02 2.500000e+02 9.172461e-04 4.543489e-03 4.543489e-03
2.500000e+02 3.000000e+02 1.046558e-03 5.796270e-03 5.796270e-03
3.000000e+02 3.500000e+02 1.184297e-03 9.003843e-03 9.003843e-03
3.500000e+02 4.000000e+02 1.326741e-03 1.031428e-02 1.031428e-02
4.000000e+02 4.500000e+02 1.505997e-03 8.981995e-03 8.981995e-03
4.500000e+02 5.000000e+02 1.726223e-03 1.042431e-02 1.042431e-02
5.000000e+02 5.500000e+02 1.750438e-03 1.184932e-02 1.184932e-02
5.500000e+02 6.000000e+02 2.088222e-03 1.246067e-02 1.246067e-02
6.000000e+02 6.500000e+02 2.136520e-03 1.427324e-02 1.427324e-02
6.500000e+02 7.000000e+02 2.247321e-03 1.497166e-02 1.497166e-02
7.000000e+02 7.500000e+02 2.389969e-03 1.742351e-02 1.742351e-02
7.500000e+02 8.000000e+02 2.683931e-03 1.955896e-02 1.955896e-02
8.000000e+02 8.500000e+02 2.888244e-03 2.021388e-02 2.021388e-02
8.500000e+02 9.000000e+02 2.936400e-03 2.184063e-02 2.184063e-02
9.000000e+02 9.500000e+02 3.243368e-03 2.430285e-02 2.430285e-02
9.500000e+02 1.000000e+03 3.320351e-03 2.702367e-02 2.702367e-02
1.000000e+03 1.100000e+03 3.548707e-03 2.084085e-02 2.084085e-02
1.100000e+03 1.200000e+03 3.524861e-03 2.429065e-02 2.429065e-02
1.200000e+03 1.300000e+03 3.809055e-03 2.705260e-02 2.705260e-02
1.300000e+03 1.400000e+03 3.927007e-03 3.089377e-02 3.089377e-02
1.400000e+03 1.600000e+03 4.114017e-03 2.723492e-02 2.723492e-02
1.600000e+03 1.800000e+03 3.868640e-03 3.658397e-02 3.658397e-02
1.800000e+03 2.000000e+03 3.417189e-03 4.322705e-02 4.322705e-02
2.000000e+03 2.200000e+03 3.712525e-03 5.943069e-02 5.943069e-02
2.200000e+03 2.400000e+03 2.406736e-03 5.613381e-02 5.613381e-02
2.400000e+03 2.600000e+03 6.883796e-03 7.286037e-02 7.286037e-02
2.600000e+03 2.800000e+03 1.046882e-02 9.356804e-02 9.356804e-02
2.800000e+03 3.000000e+03 1.548694e-02 1.116301e-01 1.116301e-01
3.000000e+03 6.500000e+03 7.001160e-02 1.269885e-01 1.269885e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_53
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 8.887741e-05 5.512763e-03 5.512763e-03
4.000000e+01 5.000000e+01 9.195538e-05 6.862062e-03 6.862062e-03
5.000000e+01 6.000000e+01 8.182533e-05 7.066738e-03 7.066738e-03
6.000000e+01 7.000000e+01 2.880544e-05 7.339835e-03 7.339835e-03
7.000000e+01 8.000000e+01 8.787476e-05 9.383850e-03 9.383850e-03
8.000000e+01 9.000000e+01 3.891836e-05 1.079263e-02 1.079263e-02
9.000000e+01 1.000000e+02 -7.617803e-06 -1.054698e-02 -1.054698e-02
1.000000e+02 1.100000e+02 -2.528802e-05 -1.473588e-02 -1.473588e-02
1.100000e+02 1.200000e+02 8.979485e-05 1.828847e-02 1.828847e-02
1.200000e+02 1.300000e+02 -6.368700e-05 -5.656511e-02 -5.656511e-02
1.300000e+02 1.400000e+02 1.005905e-04 7.294652e-02 7.294652e-02
1.400000e+02 1.500000e+02 -9.886847e-05 -2.073599e-02 -2.073599e-02
1.500000e+02 2.000000e+02 -1.925201e-05 -5.544934e-03 -5.544934e-03
2.000000e+02 2.500000e+02 -1.095783e-04 -4.541531e-03 -4.541531e-03
2.500000e+02 3.000000e+02 -1.472823e-04 -5.793251e-03 -5.793251e-03
3.000000e+02 3.500000e+02 -2.180286e-04 -9.004833e-03 -9.004833e-03
3.500000e+02 4.000000e+02 -2.361780e-04 -1.032494e-02 -1.032494e-02
4.000000e+02 4.500000e+02 -3.790260e-04 -8.977233e-03 -8.977233e-03
4.500000e+02 5.000000e+02 -4.374609e-04 -1.041853e-02 -1.041853e-02
5.000000e+02 5.500000e+02 -7.711790e-04 -1.184142e-02 -1.184142e-02
5.500000e+02 6.000000e+02 -8.477268e-04 -1.245000e-02 -1.245000e-02
6.000000e+02 6.500000e+02 -1.128062e-03 -1.425971e-02 -1.425971e-02
6.500000e+02 7.000000e+02 -1.279696e-03 -1.495507e-02 -1.495507e-02
7.000000e+02 7.500000e+02 -1.603905e-03 -1.740096e-02 -1.740096e-02
7.500000e+02 8.000000e+02 -1.830435e-03 -1.953249e-02 -1.953249e-02
8.000000e+02 8.500000e+02 -1.987870e-03 -2.018439e-02 -2.018439e-02
8.500000e+02 9.000000e+02 -2.433370e-03 -2.180311e-02 -2.180311e-02
9.000000e+02 9.500000e+02 -2.760241e-03 -2.425554e-02 -2.425554e-02
9.500000e+02 1.000000e+03 -2.657229e-03 -2.697766e-02 -2.697766e-02
1.000000e+03 1.100000e+03 -3.253245e-03 -2.079973e-02 -2.079973e-02
1.100000e+03 1.200000e+03 -3.994003e-03 -2.423410e-02 -2.423410e-02
1.200000e+03 1.300000e+03 -4.764649e-03 -2.698134e-02 -2.698134e-02
1.300000e+03 1.400000e+03 -5.006328e-03 -3.081464e-02 -3.081464e-02
1.400000e+03 1.600000e+03 -6.359308e-03 -2.715961e-02 -2.715961e-02
1.600000e+03 1.800000e+03 -8.526825e-03 -3.646399e-02 -3.646399e-02
1.800000e+03 2.000000e+03 -1.229761e-02 -4.313237e-02 -4.313237e-02
2.000000e+03 2.200000e+03 -1.310284e-02 -5.930178e-02 -5.930178e-02
2.200000e+03 2.400000e+03 -2.209675e-02 -5.593286e-02 -5.593286e-02
2.400000e+03 2.600000e+03 -3.206071e-02 -7.246580e-02 -7.246580e-02
2.600000e+03 2.800000e+03 -4.808256e-02 -9.293965e-02 -9.293965e-02
2.800000e+03 3.000000e+03 -6.623866e-02 -1.106775e-01 -1.106775e-01
3.000000e+03 6.500000e+03 -1.619829e-01 -1.238017e-01 -1.238017e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_54
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -6.162188e-04 -5.511462e-03 -5.511462e-03
4.000000e+01 5.000000e+01 -6.188983e-04 -6.859793e-03 -6.859793e-03
5.000000e+01 6.000000e+01 -6.610721e-04 -7.064249e-03 -7.064249e-03
6.000000e+01 7.000000e+01 -6.470471e-04 -7.338564e-03 -7.338564e-03
7.000000e+01 8.000000e+01 -6.862463e-04 -9.380397e-03 -9.380397e-03
8.000000e+01 9.000000e+01 -6.550158e-04 -1.078934e-02 -1.078934e-02
9.000000e+01 1.000000e+02 -6.958062e-04 -1.054272e-02 -1.054272e-02
1.000000e+02 1.100000e+02 -7.296915e-04 -1.473307e-02 -1.473307e-02
1.100000e+02 1.200000e+02 -7.044038e-04 -1.828733e-02 -1.828733e-02
1.200000e+02 1.300000e+02 -7.050621e-04 -5.652820e-02 -5.652820e-02
1.300000e+02 1.400000e+02 -6.968312e-04 -7.289592e-02 -7.289592e-02
1.400000e+02 1.500000e+02 -7.168576e-04 -2.073121e-02 -2.073121e-02
1.500000e+02 2.000000e+02 -7.205675e-04 -5.545880e-03 -5.545880e-03
2.000000e+02 2.500000e+02 -6.715187e-04 -4.540315e-03 -4.540315e-03
2.500000e+02 3.000000e+02 -6.637610e-04 -5.791849e-03 -5.791849e-03
3.000000e+02 3.500000e+02 -6.175727e-04 -8.998102e-03 -8.998102e-03
3.500000e+02 4.000000e+02 -5.444497e-04 -1.031390e-02 -1.031390e-02
4.000000e+02 4.500000e+02 -4.776939e-04 -8.975123e-03 -8.975123e-03
4.500000e+02 5.000000e+02 -3.671747e-04 -1.041545e-02 -1.041545e-02
5.000000e+02 5.500000e+02 -2.557452e-04 -1.183939e-02 -1.183939e-02
5.500000e+02 6.000000e+02 -1.144921e-04 -1.244805e-02 -1.244805e-02
6.000000e+02 6.500000e+02 -3.919540e-05 -1.425788e-02 -1.425788e-02
6.500000e+02 7.000000e+02 7.327937e-05 1.495697e-02 1.495697e-02
7.000000e+02 7.500000e+02 1.688564e-04 1.740468e-02 1.740468e-02
7.500000e+02 8.000000e+02 4.110752e-04 1.953526e-02 1.953526e-02
8.000000e+02 8.500000e+02 4.997215e-04 2.019059e-02 2.019059e-02
8.500000e+02 9.000000e+02 7.412053e-04 2.181718e-02 2.181718e-02
9.000000e+02 9.500000e+02 9.603644e-04 2.427515e-02 2.427515e-02
9.500000e+02 1.000000e+03 8.924878e-04 2.698893e-02 2.698893e-02
